country,date,protest_event,abuse,accident,aid,alcohol,allah,arrest,attack,bank,bankrupt,bombing,border,boss,broken,budget,business,certificate,children,church,clean_air,closed,community,construction,cost,court,credit_card,crew,crime,crops,curfew,currency,dating,debt,destroy,devalue,discriminate,drought,economic,economy,education,election,electricity,ethnic,exclude,expensive,export,family,flood,food,gamble,gambling,gas,gay,gender,god,government,grievance,health,healthcare,holiday,homosexual,house,housing,identity,import,industry,inflation,interest_rate,internet,invest,jobs,kill,language,license,loans,lottery,luxury,marriage,medicine,men,military,mobilize,mosque,move_out,moving,natural_disaster,no_work,official,open,organize,passport,pension,petrol,police,polls,pollution,porn,prison,property,prosecute,protest,race,ration,real_estate,reform,regulate,religion,rent,retire,riot,roads,sanitation,savings,services,sex,sharia,shortage,shutdown,sick,sports,stock,syndicate,target,tariff,tax,temple,terror,terrorist,ticket,unemploy,unemployment,union,violation,violence,visa,vote,water,wedding,wife,women,work,workers,youth,anger,angry,anxious,bored,boring,confident,depress,depression,happy,nervous,sad,stress
Guinea-Bissau,2017-04-01,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2017-05-01,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2017-06-01,yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2017-07-01,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2017-08-01,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2017-09-01,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2017-10-01,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2017-11-01,yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2017-12-01,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2018-01-01,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Guinea-Bissau,2018-02-01,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2018-03-01,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2018-04-01,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2018-05-01,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2018-06-01,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2018-07-01,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2018-08-01,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2018-09-01,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2018-10-01,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2018-11-01,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2018-12-01,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2019-01-01,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2019-02-01,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea-Bissau,2019-03-01,no,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,2011-01-01,yes,15,18,15,54,20,11,4,54,0,3,6,23,27,29,48,51,63,38,0,14,26,35,33,24,5,32,38,9,0,44,44,12,12,72,0,3,25,14,48,6,14,9,0,25,25,56,19,34,20,8,16,88,32,42,34,0,39,22,55,7,63,26,43,22,10,12,14,44,10,59,12,31,14,22,6,21,40,19,66,22,0,17,0,14,0,29,42,50,0,47,7,16,35,3,10,100,14,27,0,7,33,17,16,15,0,20,29,9,0,28,19,20,43,95,0,28,7,24,85,24,7,27,16,24,16,4,5,9,0,22,18,5,19,23,10,40,26,47,74,44,26,43,49,22,0,18,14,19,0,16,41,4,46,19
Kenya,2011-02-01,yes,21,24,19,46,10,11,3,60,10,2,33,31,38,29,60,58,66,49,21,24,43,47,49,19,10,49,25,38,10,60,41,16,6,0,13,19,23,17,58,2,31,13,5,63,29,64,13,50,6,12,16,66,25,50,22,11,55,21,28,8,83,38,36,21,21,7,14,43,30,91,17,32,31,24,6,18,38,32,65,25,0,9,0,26,0,7,36,69,5,24,9,14,73,1,5,79,8,43,28,17,22,7,42,5,0,24,43,0,21,28,25,28,52,80,31,32,10,33,93,22,5,51,16,28,12,4,4,14,0,11,27,5,10,30,4,57,29,54,75,59,28,43,31,20,26,13,0,14,0,18,35,8,39,27
Kenya,2011-03-01,yes,26,21,17,34,16,5,5,59,4,7,22,22,30,26,59,63,60,44,20,17,44,35,57,21,3,58,46,18,10,41,42,41,8,0,0,14,39,21,53,3,32,18,0,40,22,65,3,37,11,10,19,70,37,47,40,10,53,24,26,7,73,44,25,20,25,16,23,39,10,82,13,28,43,39,11,18,49,31,67,23,0,23,0,27,14,7,34,56,5,31,19,11,35,0,16,62,6,46,0,21,20,6,31,17,0,25,31,9,7,28,13,26,56,73,10,34,8,30,89,28,3,46,11,36,10,2,6,15,0,23,23,5,15,32,4,63,35,43,71,61,22,44,30,43,12,9,0,9,0,15,33,5,29,25
Kenya,2011-04-01,yes,18,13,23,35,41,18,4,63,3,8,16,27,28,33,66,64,58,42,0,10,50,42,66,25,7,42,41,45,0,47,38,34,16,0,0,14,37,31,52,4,29,13,4,64,24,62,3,44,8,7,12,63,42,52,33,9,62,28,32,8,76,47,36,22,21,20,17,39,19,77,18,23,19,20,4,20,46,35,75,18,8,21,18,27,15,0,31,57,4,30,14,12,51,5,20,63,6,36,0,12,25,5,37,19,12,35,28,0,22,36,21,19,62,79,8,49,9,37,73,27,4,54,12,36,12,0,5,13,0,32,22,5,21,32,4,62,31,51,74,64,45,50,61,52,21,8,0,12,0,14,27,9,35,27
Kenya,2011-05-01,yes,18,19,21,29,24,31,4,58,4,3,18,25,31,32,54,49,57,48,0,18,37,36,66,30,7,15,41,30,28,52,39,22,17,0,0,9,27,18,53,3,20,19,9,81,26,66,12,33,8,6,14,67,50,52,31,10,50,34,40,7,78,39,44,20,21,20,6,40,28,73,16,29,17,29,7,25,41,31,83,17,9,22,20,19,4,13,36,60,9,31,11,9,55,4,16,82,13,34,0,9,29,12,37,19,14,24,34,18,0,24,18,25,59,91,14,10,12,22,73,27,5,60,13,28,16,3,5,11,0,27,21,3,21,40,9,49,100,62,76,62,25,57,17,37,0,23,20,9,0,17,36,8,29,25
Kenya,2011-06-01,yes,21,15,18,30,29,16,3,58,7,10,39,39,33,27,54,51,62,34,18,18,37,33,55,16,8,35,37,44,9,51,42,31,3,0,0,9,26,15,43,4,37,23,0,54,26,64,6,42,7,3,15,74,36,53,28,0,51,23,30,12,84,45,39,19,18,13,18,41,20,74,22,21,30,23,21,22,35,23,70,17,0,15,19,18,4,12,35,60,0,34,8,14,37,1,13,72,9,44,0,8,25,6,42,18,0,29,43,8,6,25,15,26,50,76,0,64,11,25,73,25,5,57,11,50,16,2,5,13,0,3,16,0,14,42,4,47,47,62,73,63,22,49,65,75,0,11,12,6,0,17,35,12,33,21
Kenya,2011-07-01,yes,24,19,23,42,18,11,3,66,7,1,31,27,31,92,60,61,65,43,18,19,41,42,61,25,12,49,31,28,0,52,35,17,5,0,6,7,30,23,48,2,51,16,4,86,23,68,11,42,7,5,18,71,37,60,30,9,53,33,27,5,80,41,36,22,19,22,18,36,14,81,15,32,30,25,10,29,44,27,73,21,9,9,19,31,4,9,30,74,16,28,10,6,34,2,11,69,9,43,0,5,30,0,37,11,13,31,38,4,35,27,20,47,62,75,0,9,9,29,75,30,3,66,12,96,10,5,4,16,0,16,17,2,9,37,4,53,40,60,81,62,22,47,27,60,11,16,0,8,0,19,30,8,24,23
Kenya,2011-08-01,no,21,24,24,31,26,9,5,68,3,1,32,25,44,39,62,56,59,41,17,13,43,46,63,20,11,54,38,38,0,59,38,43,3,0,8,26,30,18,44,2,26,11,4,34,24,69,5,47,8,12,15,72,39,57,41,9,51,32,34,6,79,37,34,25,23,27,11,42,22,78,17,23,31,23,22,22,51,28,77,30,8,5,54,33,0,6,30,57,4,33,12,10,43,1,9,71,5,41,23,5,28,11,35,17,6,23,41,0,0,32,18,22,53,79,8,40,7,35,85,27,6,51,14,41,17,3,5,19,0,20,22,5,13,38,4,51,36,46,89,63,24,51,36,46,10,20,6,10,6,15,35,8,41,22
Kenya,2011-09-01,yes,20,24,15,29,22,15,5,66,3,5,39,30,29,32,53,63,57,41,0,10,45,41,52,21,9,34,32,24,7,58,37,43,13,0,5,26,23,13,45,4,26,12,4,55,27,70,15,45,10,3,17,70,41,44,32,16,53,20,35,11,78,34,40,17,12,33,5,40,14,70,17,29,26,24,10,18,37,32,68,21,7,21,0,31,5,16,32,57,17,25,12,13,33,6,5,70,9,34,0,4,33,10,42,6,5,23,38,4,30,23,16,13,50,75,4,26,7,24,88,23,0,54,12,30,16,4,3,17,0,14,18,3,10,35,5,50,44,48,75,56,14,42,14,52,0,12,10,11,5,21,35,7,27,21
Kenya,2011-10-01,no,15,24,20,32,20,17,6,67,0,6,16,26,29,22,60,45,64,39,0,14,35,40,56,26,7,28,29,20,0,48,39,41,8,0,5,12,25,17,45,4,27,13,3,61,23,69,0,42,6,4,19,70,36,58,34,7,53,33,33,9,82,31,35,17,21,16,15,37,17,73,14,31,25,33,7,19,41,28,78,20,0,12,15,29,7,5,34,61,3,32,11,14,34,3,9,72,7,42,0,6,34,8,41,21,0,19,46,3,5,31,14,12,51,83,4,12,7,48,77,26,9,51,10,26,11,3,2,13,0,5,21,2,13,33,5,53,41,54,82,61,23,40,49,50,9,11,0,3,5,19,35,9,22,25
Kenya,2011-11-01,yes,23,20,21,36,19,10,12,66,8,9,38,42,30,33,62,44,61,36,29,16,47,39,53,22,6,38,52,35,7,68,38,29,12,0,0,15,33,36,53,3,23,20,3,40,22,69,11,49,6,3,20,65,39,53,33,14,50,26,37,3,72,37,48,13,20,28,14,40,16,80,16,36,24,20,30,11,35,25,71,45,14,16,0,22,0,5,32,49,3,32,14,14,32,5,21,72,9,40,0,11,33,3,34,14,5,42,44,0,14,28,16,21,56,82,7,24,7,37,69,25,2,65,11,26,13,9,11,12,0,23,25,5,17,32,4,51,34,50,74,59,25,38,30,68,17,8,14,6,0,16,38,14,30,29
Kenya,2011-12-01,yes,23,18,19,25,26,28,7,66,4,3,52,60,29,27,61,46,62,36,0,24,39,33,63,21,9,35,42,30,6,44,37,35,13,0,0,6,35,29,48,3,22,16,3,72,18,63,8,45,10,0,25,78,41,60,40,0,53,28,39,11,80,37,44,14,19,39,24,41,13,67,9,30,32,21,12,17,47,23,71,45,6,10,14,27,3,5,34,53,3,26,11,4,36,6,16,73,10,35,36,6,32,11,35,20,19,35,32,0,13,25,18,29,52,85,10,27,9,31,66,26,7,61,9,29,12,5,5,10,0,20,19,7,15,29,5,58,35,56,80,58,14,38,12,53,8,10,5,3,5,21,41,7,42,28
Kenya,2012-01-01,no,17,16,13,33,21,18,6,43,2,6,40,46,37,20,39,42,48,36,0,14,28,24,54,17,6,27,28,13,6,45,40,19,10,0,4,5,22,17,45,2,20,14,0,84,15,58,20,33,8,3,18,91,29,60,20,6,36,31,41,8,61,22,52,14,15,22,12,31,19,54,18,28,17,15,6,20,36,25,80,28,6,7,0,29,3,0,29,46,5,25,8,11,37,2,10,97,13,28,0,8,25,2,18,16,16,24,23,0,0,18,13,19,37,98,6,12,9,36,79,17,4,44,10,21,11,4,3,12,0,9,11,7,8,22,7,44,30,58,75,44,24,26,42,60,14,18,12,4,0,17,97,10,40,21
Kenya,2012-02-01,yes,14,13,18,30,26,8,5,53,3,3,26,52,31,20,47,53,55,35,10,18,34,29,51,30,9,48,25,23,5,48,37,20,12,0,0,6,21,16,61,4,20,11,2,45,16,59,2,38,8,9,16,76,23,55,24,0,46,44,24,11,69,20,52,14,14,14,18,33,11,74,19,27,14,30,5,14,39,29,76,31,15,15,22,24,2,7,31,57,2,35,10,8,38,8,9,85,9,35,0,4,32,2,28,9,18,22,32,0,13,22,10,15,47,90,8,12,9,44,94,17,3,72,12,30,17,10,5,13,0,11,22,2,12,22,4,52,29,55,75,62,25,28,37,57,6,12,17,12,0,16,44,12,42,18
Kenya,2012-03-01,yes,25,20,16,40,28,10,4,51,2,2,29,33,39,18,56,61,62,37,10,17,40,34,56,21,11,30,33,20,0,37,38,33,5,0,0,6,35,21,56,2,37,11,0,52,17,65,16,46,8,4,23,74,32,58,29,0,55,39,17,10,75,32,65,7,21,20,23,37,16,66,17,30,30,19,4,11,45,26,74,23,0,12,10,19,5,7,36,48,5,35,13,15,37,6,13,72,10,36,0,8,33,4,19,11,17,30,28,2,13,23,15,18,50,82,2,20,7,48,76,20,9,47,8,30,16,4,2,15,0,18,20,4,12,26,4,50,27,58,76,61,26,44,36,51,0,6,7,10,0,21,38,10,29,25
Kenya,2012-04-01,yes,23,19,18,37,32,21,7,49,4,5,25,33,33,28,58,54,65,33,10,22,41,37,65,22,9,40,35,31,9,43,36,27,18,0,0,8,32,23,56,4,28,19,0,45,19,65,9,45,5,5,25,71,36,54,33,5,55,26,24,6,71,35,73,16,22,18,18,36,17,67,22,35,23,25,5,13,40,35,82,21,0,16,30,23,4,8,34,55,2,19,18,11,43,5,13,78,11,28,25,6,29,4,29,21,10,28,32,6,18,28,16,22,46,86,7,14,10,39,75,27,8,42,11,30,15,7,4,12,0,19,16,6,13,25,6,54,25,59,78,65,47,37,42,55,6,4,22,11,0,23,42,11,34,28
Kenya,2012-05-01,yes,20,29,15,34,100,41,5,46,4,6,14,28,39,27,44,42,59,35,10,11,37,32,63,17,7,38,32,22,0,40,37,20,20,0,3,6,29,18,48,2,36,16,2,70,15,62,11,39,8,4,18,79,24,56,26,5,41,32,23,4,74,27,47,15,14,17,20,32,15,62,29,28,26,22,4,20,35,31,76,23,5,11,0,25,5,10,30,50,5,26,8,6,43,5,9,84,8,30,13,8,32,2,31,9,21,28,32,2,6,27,11,13,44,93,5,15,5,37,87,19,3,39,8,26,15,3,6,19,0,21,17,4,8,27,6,46,32,66,75,53,26,34,18,47,12,6,10,5,0,21,39,11,32,22
